n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.851,0.849,0.85,0.847,0.707,0.849,0.685,0.6,0.722,0.537,0.307,0.661,0.654,0.5,0.722,0.471,0.216,0.611
200,None,0.5,0.844,0.835,0.85,0.839,0.695,0.843,0.692,0.65,0.711,0.563,0.34,0.681,0.731,0.625,0.778,0.588,0.391,0.701
200,None,0.75,0.844,0.863,0.824,0.845,0.699,0.843,0.685,0.6,0.722,0.539,0.308,0.661,0.692,0.625,0.722,0.556,0.329,0.674
200,None,None,0.838,0.864,0.81,0.842,0.682,0.837,0.685,0.6,0.722,0.541,0.309,0.661,0.692,0.5,0.778,0.5,0.278,0.639
400,None,0.25,0.837,0.835,0.836,0.833,0.681,0.836,0.692,0.6,0.733,0.543,0.32,0.667,0.692,0.625,0.722,0.556,0.329,0.674
400,None,0.5,0.851,0.849,0.85,0.847,0.708,0.85,0.692,0.6,0.733,0.545,0.32,0.667,0.769,0.75,0.778,0.667,0.501,0.764
400,None,0.75,0.858,0.863,0.85,0.859,0.724,0.857,0.677,0.625,0.7,0.543,0.307,0.662,0.692,0.5,0.778,0.5,0.278,0.639
400,None,None,0.844,0.877,0.81,0.849,0.693,0.844,0.692,0.625,0.722,0.554,0.33,0.674,0.692,0.5,0.778,0.5,0.278,0.639
600,None,0.25,0.837,0.835,0.836,0.834,0.683,0.836,0.692,0.6,0.733,0.543,0.319,0.667,0.692,0.625,0.722,0.556,0.329,0.674
600,None,0.5,0.858,0.849,0.865,0.853,0.721,0.857,0.692,0.625,0.722,0.555,0.332,0.674,0.731,0.625,0.778,0.588,0.391,0.701
600,None,0.75,0.851,0.863,0.837,0.852,0.709,0.85,0.692,0.625,0.722,0.556,0.331,0.674,0.692,0.5,0.778,0.5,0.278,0.639
600,None,None,0.851,0.877,0.824,0.854,0.706,0.85,0.677,0.6,0.711,0.534,0.297,0.656,0.692,0.5,0.778,0.5,0.278,0.639
800,None,0.25,0.831,0.835,0.823,0.828,0.668,0.829,0.7,0.625,0.733,0.56,0.341,0.679,0.731,0.625,0.778,0.588,0.391,0.701
800,None,0.5,0.858,0.849,0.865,0.853,0.721,0.857,0.7,0.65,0.722,0.571,0.354,0.686,0.731,0.625,0.778,0.588,0.391,0.701
800,None,0.75,0.838,0.85,0.824,0.838,0.683,0.837,0.692,0.625,0.722,0.555,0.33,0.674,0.692,0.5,0.778,0.5,0.278,0.639
800,None,None,0.844,0.863,0.824,0.846,0.694,0.843,0.669,0.6,0.7,0.527,0.284,0.65,0.692,0.5,0.778,0.5,0.278,0.639
1000,None,0.25,0.831,0.835,0.823,0.828,0.668,0.829,0.7,0.65,0.722,0.569,0.352,0.686,0.731,0.625,0.778,0.588,0.391,0.701
1000,None,0.5,0.851,0.849,0.85,0.847,0.708,0.85,0.7,0.65,0.722,0.571,0.354,0.686,0.731,0.625,0.778,0.588,0.391,0.701
1000,None,0.75,0.838,0.85,0.824,0.838,0.683,0.837,0.685,0.6,0.722,0.538,0.307,0.661,0.692,0.5,0.778,0.5,0.278,0.639
1000,None,None,0.844,0.863,0.824,0.846,0.694,0.843,0.677,0.625,0.7,0.543,0.307,0.662,0.692,0.5,0.778,0.5,0.278,0.639
