n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.871,0.864,0.879,0.869,0.747,0.871,0.8,0.6,0.889,0.646,0.515,0.744,0.808,0.5,0.944,0.615,0.52,0.722
200,None,0.5,0.879,0.864,0.892,0.875,0.759,0.878,0.785,0.55,0.889,0.61,0.473,0.719,0.846,0.5,1.0,0.667,0.64,0.75
200,None,0.75,0.878,0.877,0.879,0.878,0.76,0.878,0.785,0.55,0.889,0.612,0.475,0.719,0.808,0.5,0.944,0.615,0.52,0.722
200,None,None,0.852,0.824,0.879,0.847,0.706,0.851,0.777,0.525,0.889,0.592,0.451,0.707,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.25,0.879,0.864,0.893,0.877,0.761,0.879,0.777,0.55,0.878,0.601,0.454,0.714,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.5,0.892,0.89,0.892,0.891,0.786,0.891,0.792,0.55,0.9,0.62,0.491,0.725,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.75,0.872,0.864,0.879,0.87,0.747,0.871,0.769,0.55,0.867,0.594,0.438,0.708,0.808,0.5,0.944,0.615,0.52,0.722
400,None,None,0.865,0.85,0.88,0.864,0.734,0.865,0.777,0.525,0.889,0.592,0.45,0.707,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.25,0.886,0.877,0.893,0.884,0.774,0.885,0.769,0.55,0.867,0.594,0.438,0.708,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.5,0.879,0.864,0.892,0.875,0.759,0.878,0.792,0.55,0.9,0.619,0.492,0.725,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.75,0.866,0.85,0.88,0.863,0.734,0.865,0.785,0.55,0.889,0.61,0.469,0.719,0.808,0.5,0.944,0.615,0.52,0.722
600,None,None,0.865,0.837,0.893,0.862,0.734,0.865,0.769,0.525,0.878,0.583,0.432,0.701,0.769,0.375,0.944,0.5,0.409,0.66
800,None,0.25,0.879,0.864,0.893,0.877,0.761,0.879,0.777,0.575,0.867,0.613,0.46,0.721,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.5,0.886,0.864,0.907,0.882,0.773,0.885,0.777,0.55,0.878,0.602,0.457,0.714,0.769,0.375,0.944,0.5,0.409,0.66
800,None,0.75,0.879,0.877,0.879,0.878,0.759,0.878,0.785,0.55,0.889,0.61,0.469,0.719,0.808,0.5,0.944,0.615,0.52,0.722
800,None,None,0.858,0.837,0.879,0.855,0.719,0.858,0.769,0.525,0.878,0.583,0.432,0.701,0.769,0.375,0.944,0.5,0.409,0.66
1000,None,0.25,0.879,0.864,0.893,0.877,0.761,0.879,0.785,0.575,0.878,0.62,0.476,0.726,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.5,0.879,0.864,0.892,0.875,0.759,0.878,0.777,0.55,0.878,0.602,0.457,0.714,0.769,0.375,0.944,0.5,0.409,0.66
1000,None,0.75,0.886,0.89,0.88,0.885,0.776,0.885,0.785,0.55,0.889,0.61,0.469,0.719,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,None,0.858,0.837,0.879,0.855,0.719,0.858,0.777,0.525,0.889,0.592,0.45,0.707,0.769,0.375,0.944,0.5,0.409,0.66
