n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.891,0.864,0.918,0.888,0.786,0.891,0.785,0.525,0.9,0.6,0.47,0.712,0.769,0.5,0.889,0.571,0.426,0.694
200,None,0.5,0.871,0.85,0.892,0.867,0.746,0.871,0.731,0.4,0.878,0.477,0.316,0.639,0.731,0.375,0.889,0.462,0.309,0.632
200,None,0.75,0.878,0.878,0.878,0.878,0.757,0.878,0.754,0.45,0.889,0.531,0.385,0.669,0.808,0.5,0.944,0.615,0.52,0.722
200,None,None,0.865,0.865,0.866,0.864,0.732,0.865,0.731,0.425,0.867,0.491,0.324,0.646,0.692,0.25,0.889,0.333,0.178,0.569
400,None,0.25,0.898,0.864,0.932,0.894,0.801,0.898,0.762,0.475,0.889,0.552,0.405,0.682,0.769,0.5,0.889,0.571,0.426,0.694
400,None,0.5,0.865,0.85,0.879,0.861,0.734,0.865,0.762,0.5,0.878,0.565,0.413,0.689,0.769,0.5,0.889,0.571,0.426,0.694
400,None,0.75,0.878,0.864,0.892,0.875,0.759,0.878,0.746,0.45,0.878,0.52,0.363,0.664,0.769,0.5,0.889,0.571,0.426,0.694
400,None,None,0.871,0.865,0.879,0.87,0.745,0.872,0.746,0.45,0.878,0.521,0.366,0.664,0.731,0.375,0.889,0.462,0.309,0.632
600,None,0.25,0.878,0.85,0.906,0.873,0.762,0.878,0.785,0.5,0.911,0.589,0.464,0.706,0.769,0.5,0.889,0.571,0.426,0.694
600,None,0.5,0.878,0.85,0.906,0.873,0.759,0.878,0.777,0.5,0.9,0.579,0.446,0.7,0.769,0.5,0.889,0.571,0.426,0.694
600,None,0.75,0.871,0.85,0.892,0.867,0.746,0.871,0.746,0.45,0.878,0.52,0.363,0.664,0.769,0.5,0.889,0.571,0.426,0.694
600,None,None,0.871,0.865,0.879,0.87,0.746,0.872,0.746,0.45,0.878,0.52,0.363,0.664,0.731,0.375,0.889,0.462,0.309,0.632
800,None,0.25,0.885,0.85,0.919,0.879,0.775,0.885,0.769,0.475,0.9,0.558,0.422,0.688,0.769,0.5,0.889,0.571,0.426,0.694
800,None,0.5,0.878,0.85,0.906,0.873,0.759,0.878,0.769,0.475,0.9,0.56,0.424,0.688,0.769,0.5,0.889,0.571,0.426,0.694
800,None,0.75,0.871,0.85,0.892,0.867,0.746,0.871,0.746,0.425,0.889,0.508,0.359,0.657,0.769,0.5,0.889,0.571,0.426,0.694
800,None,None,0.865,0.865,0.866,0.864,0.733,0.865,0.754,0.475,0.878,0.541,0.387,0.676,0.731,0.375,0.889,0.462,0.309,0.632
1000,None,0.25,0.885,0.85,0.919,0.879,0.775,0.885,0.769,0.475,0.9,0.558,0.422,0.688,0.769,0.5,0.889,0.571,0.426,0.694
1000,None,0.5,0.878,0.85,0.906,0.873,0.759,0.878,0.762,0.475,0.889,0.552,0.405,0.682,0.769,0.5,0.889,0.571,0.426,0.694
1000,None,0.75,0.871,0.85,0.892,0.867,0.746,0.871,0.762,0.475,0.889,0.551,0.406,0.682,0.769,0.5,0.889,0.571,0.426,0.694
1000,None,None,0.871,0.865,0.879,0.87,0.748,0.872,0.746,0.45,0.878,0.52,0.363,0.664,0.731,0.375,0.889,0.462,0.309,0.632
